제목,기관명,표준직무(NCS),고용형태,대체인력여부,채용구분,공고기간,학력정보,근무지,채용인원,원문URL,등록일,마감일,상태
기간제근로자(대체인력) 채용공고[인천본부 남인천지사_ 시흥지사_ 김포지사],한국전력공사,경영.회계.사무/전기.전자,비정규직,예,신입,2025.09.15~2025.09.29,학력무관,인천/경기,3명,http://recruit.kepco.co.kr/sangsi,2025.09.15,2025.09.29,마감
[보훈교육연구원] 2025년 보훈교육연구원 체험형 청년인턴(장애인) 채용(5차),한국보훈복지의료공단,경영.회계.사무,청년인턴(체험형),아니오,신입+경력,2025.09.15~2025.09.24,학력무관,경기,2명,https://bohun.fairyhr.com/announcement/detail/340,2025.09.15,2025.09.24,마감
[제2025-16호] 육아정책연구소 체험형 청년인턴(행정인턴) 채용,육아정책연구소,경영.회계.사무,청년인턴(체험형),아니오,신입,2025.09.15~2025.09.29,학력무관,서울,1명,https://www.kicce.re.kr/main/board/view.do?menu_idx=97&board_idx=53406&manage_idx=65&old_menu_idx=0&old_manage_idx=0&old_board_idx=0&group_depth=0&parent_idx=0&group_idx=0&group_ord=0&viewMode=NORMAL&authKey=&search_type=title&search_text=&rowCount=10&vie,2025.09.15,2025.09.29,마감
한전KPS(주)충남전북전력지사(전주지점) 단기노무원 채용 공고,한전KPS(주),전기.전자,비정규직,아니오,신입+경력,2025.09.15~2025.09.18,학력무관,전북,4명,http://www.kps.co.kr,2025.09.15,2025.09.18,마감
대외경제정책연구원(KIEP) 임시직 연구원급(APEC연구컨소시엄사무국) 채용 공고,대외경제정책연구원,연구,비정규직,예,신입+경력,2025.09.15~2025.09.29,석사,세종,1명,https://kiep.recruiter.co.kr/app/jobnotice/view?systemKindCode=MRS2&jobnoticeSn=226497,2025.09.15,2025.09.29,마감
[변산반도생태탐방원]2025년 7차 변산반도생태탐방원 한시인력(수익시설운영) 채용 공고,국립공원공단,환경.에너지.안전,비정규직,아니오,신입+경력,2025.09.15~2025.09.21,학력무관,전북,2명,https://www.knps.or.kr/front/portal/recruit/recruitDtl.do?menuNo=7070064&emplyId=EMPM018023,2025.09.15,2025.09.21,마감
계약직-단시간 주말약사(약제부) 채용 재공고,국립중앙의료원,보건.의료,비정규직,아니오,신입+경력,2025.09.15~2025.09.25,학력무관,서울,3명,https://nmc.recruiter.co.kr/app/jobnotice/view?systemKindCode=MRS2&jobnoticeSn=228179,2025.09.15,2025.09.25,마감
[소백산생태탐방원] 소백산생태탐방원 기간제(한시인력_환경관리) 직원 채용 공고,국립공원공단,경비.청소,비정규직,아니오,신입+경력,2025.09.15~2025.09.21,학력무관,경북,1명,https://www.knps.or.kr/front/portal/recruit/recruitDtl.do?menuNo=7070064&emplyId=EMPM018022,2025.09.15,2025.09.21,마감
2025년 제2차 국립항공박물관 정규직 및 기간제근로자(육아휴직자 대체) 채용 공고,국립항공박물관,경영.회계.사무/건설,비정규직/정규직,예,신입+경력,2025.09.15~2025.09.29,학력무관,서울,2명,https://www.aviation.or.kr,2025.09.15,2025.09.29,마감
2025년 하반기 한국토지주택공사 신입사원(5·6급) 공채,한국토지주택공사,사업관리/경영.회계.사무/법률.경찰.소방.교도.국방/사회복지.종교/영업판매/건설/기계/화학/전기.전자/정보통신/환경.에너지.안전,청년인턴(채용형),아니오,신입,2025.09.15~2025.09.30,학력무관/고졸,서울/인천/대전/대구/부산/광주/울산/경기/강원/충남/충북/경북/경남/전남/전북/제주/세종,118명,https://www.lh.or.kr/board.es?mid=a10602060000&bid=0053&act=view&list_no=726568&tag=&nPage=1,2025.09.15,2025.09.30,마감
한국폴리텍대학 청주캠퍼스 비정규직직원(행정지원직_육아휴직 대체인력) 채용 공고,학교법인한국폴리텍,경영.회계.사무,비정규직,예,신입+경력,2025.09.15~2025.09.24,학력무관,충북,1명,https://www.kopo.ac.kr/cheongju/board.do?menu=10537&mode=view&post=757703,2025.09.15,2025.09.24,마감
제2025-2회 극단 조합 및 확률 그룹 연구직 채용 공고,기초과학연구원,연구,비정규직,아니오,신입+경력,2025.09.15~2025.11.20,박사,대전,3명,https://ibs.re.kr/prog/recruit/eng/sub04_01/list.do,2025.09.15,2025.11.20,진행중
한전KPS(주) 일산사업소 '25년도 안전감시관 단기노무원 채용(2차),한전KPS(주),환경.에너지.안전,비정규직,아니오,경력,2025.09.15~2025.09.19,학력무관,경기,1명,https://www.kps.co.kr,2025.09.15,2025.09.19,마감
(외국인 경마전문인력) 2025년 한국마사회 위촉직(계약직) 채용공고,한국마사회,농림어업,비정규직,아니오,외국인 전형,2025.09.13~2025.09.27,학력무관,경기,1명,https://race.kra.co.kr/globalEn/racingJobs.do,2025.09.13,2025.09.27,마감
2025년 한국마사회 위촉직(계약직) 채용공고,한국마사회,경영.회계.사무/보건.의료/문화.예술.디자인.방송/농림어업,비정규직,예,신입+경력,2025.09.13~2025.09.27,학력무관,부산/울산/경기/전북/제주,6명,https://kra.recruiter.co.kr,2025.09.13,2025.09.27,마감
2025년 하반기 독립기념관 직원 채용 공고,독립기념관,경영.회계.사무/문화.예술.디자인.방송/건설/환경.에너지.안전,무기계약직/정규직,예,신입+경력,2025.09.12~2025.09.28,학력무관,충남,7명,https://recruit.incruit.com/i815/,2025.09.12,2025.09.28,마감
[내장산생태탐방원] 내장산생태탐방원 기간제(수익시설관리) 직원 채용 추가접수 공고,국립공원공단,환경.에너지.안전,비정규직,아니오,신입+경력,2025.09.12~2025.09.16,학력무관,전북,2명,https://www.knps.or.kr/front/portal/recruit/recruitDtl.do?menuNo=7070064&emplyId=EMPM018021,2025.09.12,2025.09.16,마감
[정선병원] 의료직 6급(간호사) 채용 공고,근로복지공단,보건.의료,정규직,아니오,신입,2025.09.12~2025.09.22,학력무관,강원,2명,https://www.comwel.or.kr/recruit/hp/main.do,2025.09.12,2025.09.22,마감
[안산병원] 청년(체험형)인턴 채용 공고,근로복지공단,보건.의료,청년인턴(체험형),아니오,신입,2025.09.12~2025.09.19,학력무관,경기,1명,https://www.comwel.or.kr/recruit/hp/main.do,2025.09.12,2025.09.19,마감
[대전보훈병원] [긴급]  계약직(청년인턴(장애인)) 공개채용,한국보훈복지의료공단,보건.의료,비정규직/청년인턴(체험형),아니오,신입+경력,2025.09.12~2025.09.22,학력무관,대전,7명,https://daejeon.bohun.or.kr/010intro/05_body_view.php?left=8&postidx=65299&boardid=cbid2&page=1&opt=&keyword=,2025.09.12,2025.09.22,마감
[한국수자원공사] 동두천수도지사 단기계약근로자(지방상수도 고객관리) 채용 공고(육아휴직 대체인력),한국수자원공사,경영.회계.사무,비정규직,예,신입+경력,2025.09.12~2025.09.19,학력무관,경기,1명,https://k-water.recruiter.co.kr,2025.09.12,2025.09.19,마감
[안산병원] 장애전형 청년(체험형)인턴 채용 공고,근로복지공단,보건.의료,청년인턴(체험형),아니오,신입,2025.09.12~2025.09.19,학력무관,경기,6명,https://www.comwel.or.kr/recruit/hp/main.do,2025.09.12,2025.09.19,마감
제2차 산업혁신기반구축사업 연구원(계약직) 채용,경북대학교치과병원,사업관리/보건.의료,비정규직,아니오,신입,2025.09.12~2025.09.28,박사,대구,1명,www.knudh.kr,2025.09.12,2025.09.28,마감
[안산병원] 기간제(사무원_공공의료팀 운영지원) 채용 공고,근로복지공단,경영.회계.사무/보건.의료,비정규직,아니오,신입,2025.09.12~2025.09.19,학력무관,경기,1명,https://www.comwel.or.kr/recruit/hp/main.do,2025.09.12,2025.09.19,마감
[한국수자원공사] 동두천수도지사 사회형평적 인재 단기계약근로자 채용 공고(장애인 제한 채용),한국수자원공사,경영.회계.사무,비정규직,아니오,신입+경력,2025.09.12~2025.09.26,학력무관,경기,1명,https://k-water.recruiter.co.kr,2025.09.12,2025.09.26,마감
[순천병원] 기간제 의사(응급의학과) 채용 공고,근로복지공단,보건.의료,비정규직,아니오,신입,2025.09.12~2025.09.22,학력무관,전남,1명,https://www.comwel.or.kr/recruit/hp/main.do,2025.09.12,2025.09.22,마감
[주왕산] 2025년 주왕산국립공원 한시인력 (탐방해설 2차) 채용,국립공원공단,경영.회계.사무/사회복지.종교/이용.숙박.여행.오락.스포츠/환경.에너지.안전,비정규직,아니오,신입+경력,2025.09.12~2025.09.17,학력무관,경북,2명,https://www.knps.or.kr/front/portal/recruit/recruitDtl.do?menuNo=7070064&emplyId=EMPM018018,2025.09.12,2025.09.17,마감
우체국물류지원단 경인지사 소포위탁작업장 추석 특별소통 기간제(현장지원) 채용 공고,(재)우체국물류지원단,운전.운송,비정규직,아니오,신입+경력,2025.09.12~2025.09.18,학력무관,경기,7명,http://www.pola.or.kr,2025.09.12,2025.09.18,마감
한국항로표지기술원 기간제 계약직(전문계약직-주임기록물관리원) 채용 재공고,한국항로표지기술원,경영.회계.사무,비정규직,아니오,신입,2025.09.12~2025.09.28,학력무관,세종,1명,https://katon.fairyhr.com/announcement/detail/10,2025.09.12,2025.09.28,마감
한전KPS(주) 신한울1사업소 단기노무원(안전감시관) 채용 공고(3차),한전KPS(주),환경.에너지.안전,비정규직,아니오,신입+경력,2025.09.12~2025.09.18,학력무관,경북,2명,https://www.kps.co.kr,2025.09.12,2025.09.18,마감
[한국수자원공사] 대청댐지사 사회형평적 인재 단기계약근로자(수질분석_수질검사 보조) 채용 공고(장애인 제한채용),한국수자원공사,환경.에너지.안전,비정규직,아니오,신입+경력,2025.09.12~2025.09.26,학력무관,대전,1명,https://k-water.recruiter.co.kr/,2025.09.12,2025.09.26,마감
[태안해안] 한시인력[환경관리(해양)] 채용 공고,국립공원공단,환경.에너지.안전,비정규직,아니오,신입+경력,2025.09.12~2025.09.20,학력무관,충남,4명,https://www.knps.or.kr/front/portal/recruit/recruitDtl.do?menuNo=7070064&emplyId=EMPM018019,2025.09.12,2025.09.20,마감
한국환경보전원 수도권광역환경기술지원단 기술지원팀(수원시)   기간제 직원(육아휴직 대체) 채용 공고,한국환경보전원,환경.에너지.안전,비정규직,예,신입+경력,2025.09.12~2025.09.21,학력무관,경기,1명,https://www.keci.or.kr/common/bbs/selectBbs.do?bbs_code=A1003&bbs_seq=7898&sch_sort_col=&sch_sort=&sch_type=&row_per_page=&sch_text=&currentPage=1,2025.09.12,2025.09.21,마감
 [안전보건공단 광주광역본부] 업무직(익산-시설관리원_ 담양-환경미화원) 채용공고,한국산업안전보건공단,경비.청소/기계/환경.에너지.안전,무기계약직,아니오,신입,2025.09.12~2025.09.22,학력무관,전남/전북,2명,https://portal.kosha.or.kr/community/jurisdiction/notice/detail?cityCode=12&officeCode=1261&contsSeCd=20&fdnsIntrcnContsNo=FSCONS2509125X090943&fdnsRgnMclsfCd=1261,2025.09.12,2025.09.22,마감
한전KPS(주)충남전북전력지사(서산지점) 단기노무원 채용 공고,한전KPS(주),전기.전자,비정규직,아니오,신입+경력,2025.09.12~2025.09.16,학력무관,충남,8명,http://www.kps.co.kr,2025.09.12,2025.09.16,마감
(수정) [국민연금공단 부산지역본부] 양산지사 공무직(시설직) 공개채용 공고,국민연금공단,기계,무기계약직,아니오,경력,2025.09.12~2025.09.19,학력무관,경남,1명,https://www.nps.or.kr/pnsgdnc/hiregdnc/getOHAE0004M0List.do?menuId=MN24000969,2025.09.12,2025.09.19,마감
한전KPS(주) 서울경기전력지사 수원지점 단기노무원(상주감시원) 모집,한전KPS(주),전기.전자,비정규직,아니오,신입+경력,2025.09.12~2025.09.19,학력무관,경기,3명,http://www.kps.co.kr,2025.09.12,2025.09.19,마감
[한국문화관광연구원 수탁연구-관광16차_ 데이터2차] 위촉직원 채용 공고,한국문화관광연구원,연구,비정규직,아니오,신입,2025.09.12~2025.09.18,석사,서울,5명,https://www.kcti.re.kr/web/board/boardContentsView.do?link_g_topmenu_id=ddae821ae0f44206abfef8bb42bbd86f&link_g_submenu_id=588dd60e4c414d5a9131a2e1db29910e&link_g_homepage=F&board_id=19&contents_id=070c4ae3b5aa441293d9819d8a6817ec,2025.09.12,2025.09.18,마감
대구경북혈액원 비정규직(육아휴직 대체인력) 운전원 채용 공고,대한적십자사,보건.의료,비정규직,예,신입,2025.09.12~2025.09.27,학력무관,대구/경북,1명,https://www.redcross.or.kr/recruit,2025.09.12,2025.09.27,마감
[대전] 신장내과 전임의사 공개채용 모집공고,충남대학교병원,보건.의료,정규직,아니오,신입,2025.09.12~2025.09.26,학력무관,대전,2명,https://cnuhinsa.recruiter.co.kr,2025.09.12,2025.09.26,마감
대구경북혈액원 비정규직(초단시간) 간호사 채용 공고(헌혈의집 구미센터),대한적십자사,보건.의료,비정규직,아니오,신입,2025.09.12~2025.09.27,학력무관,경북,3명,https://www.redcross.or.kr/recruit,2025.09.12,2025.09.27,마감
(수정) [부산보훈병원] 정규직[기술직 및 기능직(시설-기계_ 전기)_ 간호조무사] 긴급공개채용,한국보훈복지의료공단,보건.의료/기계/전기.전자,정규직,아니오,신입+경력,2025.09.12~2025.09.22,학력무관,부산,7명,https://busan.bohun.or.kr/010intro/05_body_view.php?left=7&postidx=65295&boardid=cbid2&page=1&opt=&keyword=,2025.09.12,2025.09.22,마감
분당서울대학교병원 경력(간호직) 직원 채용공고,분당서울대학교병원,보건.의료,정규직,아니오,경력,2025.09.12~2025.09.22,학력무관,경기,1명,http://snubh.recruiter.co.kr,2025.09.12,2025.09.22,마감
한전KPS(주) 파주사업소 '25년도 안전감시관(외부전문가) 2차 채용 공고,한전KPS(주),환경.에너지.안전,비정규직,아니오,경력,2025.09.12~2025.09.17,학력무관,경기,1명,https://www.kps.co.kr/,2025.09.12,2025.09.17,마감
 한국폴리텍대학 광명융합기술교육원 무기계약직원(영선원) 채용 공고,학교법인한국폴리텍,건설,무기계약직,아니오,신입+경력,2025.09.12~2025.09.19,학력무관,경기,1명,https://www.kopo.ac.kr/gm/board.do?menu=10557&mode=view&post=757617,2025.09.12,2025.09.19,마감
한전KDN(주) 진주지사 AMI 유지보수 비정규직 모집공고,한전KDN,전기.전자/정보통신,비정규직,아니오,경력,2025.09.12~2025.09.26,학력무관,경남,2명,없음.,2025.09.12,2025.09.26,마감
[KDI국제정책대학원] 2025년 제10차 위촉직 채용(연구행정_ 교육행정),KDI국제정책대학원,사업관리/경영.회계.사무/교육.자연.사회과학,비정규직,아니오,신입+경력,2025.09.12~2025.09.26,학력무관,세종,2명,https://kdischool.recruiter.co.kr/app/jobnotice/view?systemKindCode=MRS2&jobnoticeSn=228176,2025.09.12,2025.09.26,마감
국립생태원 생태변화연구팀 기간제근로자(수탁과제) 채용 공고,국립생태원,환경.에너지.안전,비정규직,아니오,신입+경력,2025.09.12~2025.09.26,학력무관/고졸/대졸(2~3년)/대졸(4년),충남,1명,https://nierecruit.fairy.im/announcement/detail/58,2025.09.12,2025.09.26,마감
(주)강원랜드 2025년 하이원 글로벌 아카데미 4차 체험형인턴 모집 공고,(주)강원랜드,이용.숙박.여행.오락.스포츠,청년인턴(체험형),아니오,신입,2025.09.11~2025.09.25,학력무관,서울,55명,https://kangwon.cairos.co.kr/kangwon,2025.09.11,2025.09.25,마감
[한국지식재산보호원] 2025년도 제8차 인력채용,한국지식재산보호원,사업관리/경영.회계.사무/법률.경찰.소방.교도.국방,비정규직,예,신입+경력,2025.09.11~2025.09.26,대졸(4년)/박사,서울,5명,https://www.koipa.re.kr/home/board/brdDetail.do?menu_cd=000043&num=6590,2025.09.11,2025.09.26,마감
(주)강원랜드 2025년 추계 2차 기간제 근로자 모집 공고,(주)강원랜드,경영.회계.사무/이용.숙박.여행.오락.스포츠/음식서비스,비정규직,아니오,신입,2025.09.11~2025.09.25,학력무관,서울/대전/대구/부산/강원,39명,https://kangwon.cairos.co.kr/kangwon,2025.09.11,2025.09.25,마감
2025년도 고졸 채용형인턴 채용공고,한국전력공사,경영.회계.사무/전기.전자,청년인턴(채용형),아니오,신입,2025.09.11~2025.09.25,고졸,서울/인천/대전/대구/부산/광주/울산/경기/강원/충남/충북/경북/경남/전남/전북/제주/세종,70명,http://recruit.kepco.co.kr,2025.09.11,2025.09.25,마감
[에너지경제연구원] 위촉연구원 채용 공고(재생에너지정책연구실),에너지경제연구원,연구,비정규직,예,신입+경력,2025.09.11~2025.09.26,대졸(4년),울산,1명,https://recruit.keei.re.kr:10443/ext/rec/rec_1000.jsp?SCH_ANNC_NM=&%20id=,2025.09.11,2025.09.26,마감
한전KPS(주) 태안사업처 '25년도 안전감시관 단기노무원 채용(2차),한전KPS(주),환경.에너지.안전,비정규직,아니오,신입+경력,2025.09.11~2025.09.24,학력무관,충남, 2명,https://www.kps.co.kr/,2025.09.11,2025.09.24,마감
2025년 전문계약직(변호사_ 교수) 채용,한국농수산식품유통공사,사업관리/교육.자연.사회과학/법률.경찰.소방.교도.국방,비정규직,아니오,신입+경력,2025.09.11~2025.09.26,학력무관/박사,경기/전남,3명,https://atrecruitment.recruiter.co.kr/app/jobnotice/view?systemKindCode=MRS2&jobnoticeSn=228181,2025.09.11,2025.09.26,마감
2025년 제8차 기간제 근로자(휴직대체인력) 채용(일반행정지원),한국농수산식품유통공사,사업관리/경영.회계.사무,비정규직,예,신입,2025.09.11~2025.09.26,학력무관,인천/경기/충북/전남,6명,https://atrecruitment.recruiter.co.kr/app/jobnotice/view?systemKindCode=MRS2&jobnoticeSn=228200,2025.09.11,2025.09.26,마감
한전KPS(주)인천사업소 단기노무원 모집(안전감시관 2차),한전KPS(주),환경.에너지.안전,비정규직,아니오,신입+경력,2025.09.11~2025.09.17,학력무관,인천,1명,https://www.kps.co.kr,2025.09.11,2025.09.17,마감
한전KPS(주)평택사업소 경상정비공사 안전감시 단기노무원 모집(2차),한전KPS(주),환경.에너지.안전,비정규직,아니오,신입+경력,2025.09.11~2025.09.15,학력무관,경기,2명,https://www.kps.co.kr,2025.09.11,2025.09.15,마감
한전KPS(주)신서천사업소 25년 7차 경상정비공사 단기노무원 채용,한전KPS(주),환경.에너지.안전,비정규직,아니오,신입+경력,2025.09.11~2025.09.18,학력무관,충남,1명,https://www.kps.co.kr,2025.09.11,2025.09.18,마감
